alpha,point_cloud
1000.0,25.582010716963484
100.0,25.58022909374151
10.0,25.408962809621258
1.0,19.160262993984297
0.1,4.385564369169952
0.2,6.614227868557156
0.5,14.011783776182547
0.01,3.4248151573210905
0.001,3.2792104569014313
0.0001,3.2461904324033175
1e-05,3.245790167217013
0.02,3.4613321325921254
