alpha,point_cloud
1000.0,0.16016644802543273
100.0,0.16016640173028235
10.0,0.16016176854976277
1.0,0.15970385203407955
0.1,0.13825858596550747
0.01,0.04510604121041638
0.001,0.008156865930829019
0.0001,0.005842972639130111
1e-05,0.0038101273969482364
0.02,0.07310862798967234
0.5,0.1584118742488399
0.2,0.1516822323638549
