alpha,point_cloud
1000.0,8.63383465771252e-12
100.0,9.084488821291908e-08
10.0,0.00085541806318214
1.0,2.3864084787764703
0.1,199.3257764829023
0.2,91.92658984768309
0.5,13.83899558177673
0.01,684.4575080913627
0.001,35429.54935753006
0.0001,167440.79193901006
1e-05,178918.3516950077
0.02,494.9078953884551
