alpha,point_cloud
1000.0,4.588213304737312e-16
100.0,4.657279056595662e-12
10.0,4.641933874421546e-08
1.0,0.00045257873496071666
0.1,1.3403161345512855
0.01,171.86216118440663
0.001,3687.3330359545234
0.0001,26870.171677562175
1e-05,41473.17502151069
0.02,55.00111022265124
0.5,0.006564553248737348
0.2,0.16179122429807669
