alpha,point_cloud
1000.0,0.020045872531818745
100.0,0.02004587142389203
10.0,0.020045760632015495
1.0,0.020034694906768444
0.1,0.019035168275030708
0.2,0.019774040370895616
0.5,0.02000132337269414
0.01,0.003189406021008713
0.001,1.247465913839535e-05
0.0001,2.1941361924111634e-05
1e-05,1.8462887799590215e-05
0.02,0.009781512073485056
