alpha,point_cloud
1000.0,5.5956340236306966e-12
100.0,5.595568567458795e-10
10.0,5.5955321442149505e-08
1.0,5.586549678330442e-06
0.1,0.0004891198711467742
0.2,0.00013463362725342663
0.5,2.2238669350649458e-05
0.01,0.004197576799808974
0.001,0.0002296022494858476
0.0001,3.848996088682089e-05
1e-05,1.100137043462515e-06
0.02,0.003766343164047359
