alpha,point_cloud
1000.0,4.5882133047373136e-10
100.0,4.657279056595664e-08
10.0,4.641933874421545e-06
1.0,0.00045257873496071666
0.1,0.013403161345512818
0.01,0.017186216118440723
0.001,0.0036873330359545255
0.0001,0.00026870171677562083
1e-05,4.147317502151076e-06
0.02,0.022000444089060506
