alpha,point_cloud
1000.0,0.02004587253741438
100.0,0.020045871983448885
10.0,0.020045816587336937
1.0,0.020040281456446773
0.1,0.01952428814617748
0.2,0.019908673998149044
0.5,0.02002356204204479
0.01,0.007386982820817687
0.001,0.00024207690862424293
0.0001,6.043132281093253e-05
1e-05,1.956302484305273e-05
0.02,0.013547855237532415
