alpha,point_cloud
1000.0,5.595634023630692e-18
100.0,5.595568567458776e-14
10.0,5.595532144214947e-10
1.0,5.586549678330442e-06
0.1,0.04891198711467737
0.2,0.0033658406813356577
0.5,8.895467740259783e-05
0.01,41.97576799808981
0.001,229.60224948584792
0.0001,3848.996088682081
1e-05,11001.370434625147
0.02,9.415857910118397
