alpha,nearest,linear,clough-tocher,gaussian
500.0,1.262614837000199e-19,1.2959635166306431e-19,1.2655894825272508e-19,9.757987564512616e-20
50.0,1.2626157815314557e-15,1.2959643070750805e-15,1.2655899208113292e-15,9.75798974416061e-16
10.0,7.891328470095211e-13,8.099758518825665e-13,7.909922843785494e-13,6.098711184868318e-13
1.0,7.890034284395229e-09,8.098405389412738e-09,7.90864083653368e-09,6.09787688346475e-09
0.5,1.2619842756183827e-07,1.295298319036586e-07,1.2649634706816065e-07,9.753247129287807e-08
0.05,0.0012048075033666648,0.001234822707550472,0.0012087934503101144,0.0009327513900404114
0.02,0.038504059274820944,0.03924991879303473,0.0388468639693844,0.02983991011974667
0.01,0.4075705598931302,0.4114597093834423,0.4156156215357518,0.30997010875615083
0.005,3.3408001972147625,3.3422477398565733,3.3801425867658264,2.5009854648024907
0.002,30.393974354902163,36.461865902812676,31.8323250048232,28.257658794139047
0.001,70.29827126639856,70.77960055230922,67.79459242370076,27.576163708316194
0.0005,51.51697668671189,51.669844685164186,53.13670023900076,84.3981508629975
5e-05,116.88296569797119,117.41168031717326,119.61401351122987,130.74243554728093
